UPA,Data_Formatada,Nota,Texto,Texto_Limpo
UPA Norte,2024-12-01,1.0,"Com suspeita de chikungunya, minha mãe, idosa de 80 anos, chegou às 10 horas e agora, 23:39hs, não foi atendida. O mais estranho é que jovens (20 anos, inclusive minha filha), foram atendidos antes dos idosos. Parece uma campanha de tentar exterminar os idosos. As enfermeiras passam num intervalo de 1 hora e 40. Os médicos, todos, parecem ser residentes e demonstram estar mais perdidos do que cego em tiroteio.",suspeita chikungunya mae idosa anos chegou horas agora nao atendida estranho jovens anos inclusive filha atendidos antes idosos parece campanha tentar exterminar idosos enfermeiras passam intervalo hora medicos todos parecem residentes demonstram estar perdidos cego tiroteio
UPA Norte,2025-06-04,1.0,Fora as meninas da recepção fui muito mal tratada péssimo atendimento comigo quando precisei e com minha filha estava com 38.de fre e dera verde para ela  foi que mais nhã filha começou a chorar fui reclamar a enfermeira da triagem foi super grossa falando que todos estavam esperando também quando chegou na pediatra perguntou porque demorei para entrar sendo que minha filha estava com febre falei que a enfermeira mandou aguardar.,meninas recepcao mal tratada pessimo atendimento comigo precisei filha fre dera verde nha filha comecou chorar reclamar enfermeira triagem super grossa falando todos esperando tambem chegou pediatra perguntou porque demorei entrar sendo filha febre falei enfermeira mandou aguardar
UPA Norte,2025-06-04,1.0,Fora as meninas da recepção fui muito mal tratada péssimo atendimento comigo quando precisei e com minha filha estava com 38.de fre e dera verde para ela  foi que mais nhã filha começou a chorar fui reclamar a enfermeira da triagem foi super grossa falando que todos estavam esperando também quando chegou na pediatra perguntou porque demorei para entrar sendo que minha filha estava com febre falei que a enfermeira mandou aguardar.,meninas recepcao mal tratada pessimo atendimento comigo precisei filha fre dera verde nha filha comecou chorar reclamar enfermeira triagem super grossa falando todos esperando tambem chegou pediatra perguntou porque demorei entrar sendo filha febre falei enfermeira mandou aguardar
UPA Norte,2025-11-01,5.0,"Os médicos são os melhores. Muito competentes e a equipe de enfermagem é excelente, rápida e assertiva.",medicos sao melhores competentes equipe enfermagem excelente rapida assertiva
UPA Norte,2025-11-01,5.0,"Os médicos são os melhores. Muito competentes e a equipe de enfermagem é excelente, rápida e assertiva.",medicos sao melhores competentes equipe enfermagem excelente rapida assertiva
UPA Norte,2025-04-05,3.0,"Péssimo, pra começar não tem lugar pra estacionar, o estacionamento que deveria ser para os pacientes é restrito somente a funcionários. Vagas de sobra no estacionamento e vc tem que parar o carro onde você corre o risco de ser mutado. Vc liga pra upa telefone só chama ninguém atende. Poucas cadeiras pra acompanhante banheiro só um funciona não tem tranca nos banheiros, é uma vergonha se vc precisar de cirurgia infelizmente só tem nessa upa norte. Provavelmente não deve ter gerente nessa upa ou se tem não faz nada pra melhorar upa norte.",pessimo pra comecar nao lugar pra estacionar estacionamento deveria pacientes restrito somente funcionarios vagas sobra estacionamento parar carro onde voce corre risco mutado liga pra upa telefone chama ninguem atende poucas cadeiras pra acompanhante banheiro funciona nao tranca banheiros vergonha precisar cirurgia infelizmente nessa upa norte provavelmente nao deve gerente nessa upa nao faz nada pra melhorar upa norte
UPA Norte,2025-04-05,3.0,"Péssimo, pra começar não tem lugar pra estacionar, o estacionamento que deveria ser para os pacientes é restrito somente a funcionários. Vagas de sobra no estacionamento e vc tem que parar o carro onde você corre o risco de ser mutado. Vc liga pra upa telefone só chama ninguém atende. Poucas cadeiras pra acompanhante banheiro só um funciona não tem tranca nos banheiros, é uma vergonha se vc precisar de cirurgia infelizmente só tem nessa upa norte. Provavelmente não deve ter gerente nessa upa ou se tem não faz nada pra melhorar upa norte.",pessimo pra comecar nao lugar pra estacionar estacionamento deveria pacientes restrito somente funcionarios vagas sobra estacionamento parar carro onde voce corre risco mutado liga pra upa telefone chama ninguem atende poucas cadeiras pra acompanhante banheiro funciona nao tranca banheiros vergonha precisar cirurgia infelizmente nessa upa norte provavelmente nao deve gerente nessa upa nao faz nada pra melhorar upa norte
UPA Norte,2025-09-02,5.0,"Fiquei impressionada com o bom atendimento e educação dos funcionários desde o primeiro atendimento a consulta.
Parabéns a toda equipe da noite.",fiquei impressionada bom atendimento educacao funcionarios desde primeiro atendimento consulta parabens toda equipe noite
UPA Norte,2025-09-02,5.0,"Fiquei impressionada com o bom atendimento e educação dos funcionários desde o primeiro atendimento a consulta.
Parabéns a toda equipe da noite.",fiquei impressionada bom atendimento educacao funcionarios desde primeiro atendimento consulta parabens toda equipe noite
UPA Norte,2025-03-06,1.0,"No momento 7 horas aguardando atendimento para minha mãe de 72 anos.
Na chegada vc é iludida, funcionário da portaria muito gentil, triagem chamou rápido,  médico solicitou exame de sangue, as 16:44,  6h esperando a médica avaliar os exames, e olha que ela estava com pulseira amarelo.",momento horas aguardando atendimento mae anos chegada iludida funcionario portaria gentil triagem chamou rapido medico solicitou exame sangue esperando medica avaliar exames olha pulseira amarelo
UPA Norte,2025-03-06,1.0,"No momento 7 horas aguardando atendimento para minha mãe de 72 anos.
Na chegada vc é iludida, funcionário da portaria muito gentil, triagem chamou rápido,  médico solicitou exame de sangue, as 16:44,  6h esperando a médica avaliar os exames, e olha que ela estava com pulseira amarelo.",momento horas aguardando atendimento mae anos chegada iludida funcionario portaria gentil triagem chamou rapido medico solicitou exame sangue esperando medica avaliar exames olha pulseira amarelo
UPA Norte,2025-06-04,5.0,Fui levar meu filho na upa e o atendimento foi ótimo más infelizmente roubaram minha moto . Atendimento 10 más segurança zero . Do que serve a guarda municipal próximo a upa ?,levar filho upa atendimento otimo infelizmente roubaram moto atendimento seguranca zero serve guarda municipal proximo upa
UPA Norte,2025-06-04,5.0,Fui levar meu filho na upa e o atendimento foi ótimo más infelizmente roubaram minha moto . Atendimento 10 más segurança zero . Do que serve a guarda municipal próximo a upa ?,levar filho upa atendimento otimo infelizmente roubaram moto atendimento seguranca zero serve guarda municipal proximo upa
UPA Norte,2022-12-02,1.0,"Estou aqui dês de 12:50 transferido do posto de saúde, tem pessoas passando mal do meu lado, uma moça que não para de vomitar, muita demora para o atendimento, demora também no atendimento de crianças, entre outros. Sei que o SUS não é bom, as Upas sempre lotadas, mais essa é uma das piores, descaso total.",aqui des transferido posto saude pessoas passando mal lado moca nao vomitar muita demora atendimento demora tambem atendimento criancas outros sei sus nao bom upas sempre lotadas piores descaso total
UPA Norte,2022-12-02,1.0,"Estou aqui dês de 12:50 transferido do posto de saúde, tem pessoas passando mal do meu lado, uma moça que não para de vomitar, muita demora para o atendimento, demora também no atendimento de crianças, entre outros. Sei que o SUS não é bom, as Upas sempre lotadas, mais essa é uma das piores, descaso total.",aqui des transferido posto saude pessoas passando mal lado moca nao vomitar muita demora atendimento demora tambem atendimento criancas outros sei sus nao bom upas sempre lotadas piores descaso total
UPA Norte,2023-12-02,2.0,"Estrutura moderna, upa nova somente o atendimento fica a desejar, muita demora para triagem e também para chamar até mesmo pessoas idosas com prioridade, funcionários um pouco despreparados para alta demanda",estrutura moderna upa nova somente atendimento fica desejar muita demora triagem tambem chamar ate pessoas idosas prioridade funcionarios pouco despreparados alta demanda
UPA Norte,2023-12-02,2.0,"Estrutura moderna, upa nova somente o atendimento fica a desejar, muita demora para triagem e também para chamar até mesmo pessoas idosas com prioridade, funcionários um pouco despreparados para alta demanda",estrutura moderna upa nova somente atendimento fica desejar muita demora triagem tambem chamar ate pessoas idosas prioridade funcionarios pouco despreparados alta demanda
UPA Norte,2025-03-06,1.0,"A espera por atendimento é ABSURDA!!!! Por ser um pronto atendimento deveriam melhorar essa questão, se um paciente chegar em estado grave não sei se terá uma segunda chance de vida com esse descaso na saúde. Secretaria de Saúde e o prefeito da cidade deveriam usar o SUS em Betim para ver o tamanho do descaso com a população!!!!",espera atendimento absurda pronto atendimento deveriam melhorar questao paciente chegar estado grave nao sei tera segunda chance vida descaso saude secretaria saude prefeito cidade deveriam usar sus betim ver tamanho descaso populacao
UPA Norte,2025-03-06,1.0,"A espera por atendimento é ABSURDA!!!! Por ser um pronto atendimento deveriam melhorar essa questão, se um paciente chegar em estado grave não sei se terá uma segunda chance de vida com esse descaso na saúde. Secretaria de Saúde e o prefeito da cidade deveriam usar o SUS em Betim para ver o tamanho do descaso com a população!!!!",espera atendimento absurda pronto atendimento deveriam melhorar questao paciente chegar estado grave nao sei tera segunda chance vida descaso saude secretaria saude prefeito cidade deveriam usar sus betim ver tamanho descaso populacao
UPA Norte,2025-08-03,1.0,"Pior Upa que existe!!!! Atendimento pessimo, qualquer momento que passa em frente esta super lotada, demora horassssss pra chamar. Sinceramente? Horrorosa",pior upa existe atendimento pessimo qualquer momento passa frente super lotada demora horassssss pra chamar sinceramente horrorosa
UPA Norte,2025-08-03,1.0,"Pior Upa que existe!!!! Atendimento pessimo, qualquer momento que passa em frente esta super lotada, demora horassssss pra chamar. Sinceramente? Horrorosa",pior upa existe atendimento pessimo qualquer momento passa frente super lotada demora horassssss pra chamar sinceramente horrorosa
UPA Norte,2025-09-02,5.0,ótimo atendimento tem uma doutora super antesiosa lá so não gravei o nome dela .,otimo atendimento doutora super antesiosa nao gravei nome
UPA Norte,2025-09-02,5.0,ótimo atendimento tem uma doutora super antesiosa lá so não gravei o nome dela .,otimo atendimento doutora super antesiosa nao gravei nome
UPA Norte,2025-02-04,1.0,"Só médico recém formado , ( literalmente os DOIS que me atenderam no mesmo dia eu pesquisei o crm ) vcs só podem tá de brincadeira viu, atendimento péssimo zero resolução do problema não disseram a causa dos meus batimentos ter chegado a 220 !!! Não deram orientação nenhuma, medicaçao, nada saí de lá com os batimentos cardíacos acima de 100 e pressao 13x8 e mandaram eu procurar um cardiologista pq eles não podiam fazer nada  que tava normal",medico recem formado literalmente dois atenderam dia pesquisei crm vcs podem brincadeira viu atendimento pessimo zero resolucao problema nao disseram causa batimentos chegado nao deram orientacao nenhuma medicacao nada sai batimentos cardiacos acima pressao mandaram procurar cardiologista nao podiam fazer nada tava normal
UPA Norte,2025-02-04,1.0,"Só médico recém formado , ( literalmente os DOIS que me atenderam no mesmo dia eu pesquisei o crm ) vcs só podem tá de brincadeira viu, atendimento péssimo zero resolução do problema não disseram a causa dos meus batimentos ter chegado a 220 !!! Não deram orientação nenhuma, medicaçao, nada saí de lá com os batimentos cardíacos acima de 100 e pressao 13x8 e mandaram eu procurar um cardiologista pq eles não podiam fazer nada  que tava normal",medico recem formado literalmente dois atenderam dia pesquisei crm vcs podem brincadeira viu atendimento pessimo zero resolucao problema nao disseram causa batimentos chegado nao deram orientacao nenhuma medicacao nada sai batimentos cardiacos acima pressao mandaram procurar cardiologista nao podiam fazer nada tava normal
UPA Norte,2022-12-02,1.0,"Simplesmente DESUMANO!!! Minha mãe idosa com 72 anos, deitada na cadeira de rodas... chegamos as 2 da manhã, agora as 3:50 e nem sinal de atendimento. Upa vazia, e não atendem! Só pedem para aguardar e não atendem...",simplesmente desumano mae idosa anos deitada cadeira rodas chegamos manha agora sinal atendimento upa vazia nao atendem pedem aguardar nao atendem
UPA Norte,2022-12-02,1.0,"Simplesmente DESUMANO!!! Minha mãe idosa com 72 anos, deitada na cadeira de rodas... chegamos as 2 da manhã, agora as 3:50 e nem sinal de atendimento. Upa vazia, e não atendem! Só pedem para aguardar e não atendem...",simplesmente desumano mae idosa anos deitada cadeira rodas chegamos manha agora sinal atendimento upa vazia nao atendem pedem aguardar nao atendem
UPA Norte,2024-12-01,5.0,"Cheguei com meu irmão na ambulância e o atendimento foi absurdamente rápido.  Competência,  profissionalismo,  cuidado,  atenção foi tudo que vi ali.  Muito mais do que poderíamos esperar e desejar.  Não é fácil. Diferente dos que estão nos consultórios confortáveis,  dos profissionais de saúde pública é exigido normalmente muito além do limite razoável.  Um agradecimento a toda a equipe da Upa.  Viva o SUS! Viva a Saúde Pública!",cheguei irmao ambulancia atendimento absurdamente rapido competencia profissionalismo cuidado atencao tudo ali poderiamos esperar desejar nao facil diferente estao consultorios confortaveis profissionais saude publica exigido normalmente alem limite razoavel agradecimento toda equipe upa viva sus viva saude publica
UPA Norte,2024-12-01,5.0,"Cheguei com meu irmão na ambulância e o atendimento foi absurdamente rápido.  Competência,  profissionalismo,  cuidado,  atenção foi tudo que vi ali.  Muito mais do que poderíamos esperar e desejar.  Não é fácil. Diferente dos que estão nos consultórios confortáveis,  dos profissionais de saúde pública é exigido normalmente muito além do limite razoável.  Um agradecimento a toda a equipe da Upa.  Viva o SUS! Viva a Saúde Pública!",cheguei irmao ambulancia atendimento absurdamente rapido competencia profissionalismo cuidado atencao tudo ali poderiamos esperar desejar nao facil diferente estao consultorios confortaveis profissionais saude publica exigido normalmente alem limite razoavel agradecimento toda equipe upa viva sus viva saude publica
UPA Norte,2024-12-01,1.0,"Estrutura boa, demora mas isso é esperado em todas porém funcionários despreparados, mal educados, mal humorados fazem com que a demora se torne ainda pior para quem está passando mal, meu pai de 81 anos foi duas vezes nesta upa, a primeira remedinho pra dor e casa, segunda nem entrou e a triagem disse que ele estava bem poderia ir pra casa porque a upa tava lotada de casos mais urgentes, sai e o levei para upa Nordeste, foi atendido bem e rápido foi direto pro oxigênio e detectou dengue e pneumonia com rins já bastante debilitados foi transferido e ficou 20 dias internado . Aí a pergunta que não quer calar e se eu o levo pra casa como a mal humorada da triagem me disse pra fazer com tanta arrogância alegando que ele estava bem e que teriam casos mais urgentes, colocou uma pulseira verde e disse que era bom que estivéssemos preparados para passar a noite toda esperando atendimento. Quanta imcompetência com as pessoas que pagam o salário deles. Upa Nordeste de parabéns!",estrutura boa demora esperado todas porem funcionarios despreparados mal educados mal humorados fazem demora torne ainda pior passando mal pai anos duas vezes nesta upa primeira remedinho pra dor casa segunda entrou triagem disse bem poderia pra casa porque upa tava lotada casos urgentes sai levei upa nordeste atendido bem rapido direto pro oxigenio detectou dengue pneumonia rins bastante debilitados transferido ficou dias internado pergunta nao quer calar levo pra casa mal humorada triagem disse pra fazer tanta arrogancia alegando bem casos urgentes colocou pulseira verde disse bom estivessemos preparados passar noite toda esperando atendimento quanta imcompetencia pessoas pagam salario upa nordeste parabens
UPA Norte,2024-12-01,1.0,"Estrutura boa, demora mas isso é esperado em todas porém funcionários despreparados, mal educados, mal humorados fazem com que a demora se torne ainda pior para quem está passando mal, meu pai de 81 anos foi duas vezes nesta upa, a primeira remedinho pra dor e casa, segunda nem entrou e a triagem disse que ele estava bem poderia ir pra casa porque a upa tava lotada de casos mais urgentes, sai e o levei para upa Nordeste, foi atendido bem e rápido foi direto pro oxigênio e detectou dengue e pneumonia com rins já bastante debilitados foi transferido e ficou 20 dias internado . Aí a pergunta que não quer calar e se eu o levo pra casa como a mal humorada da triagem me disse pra fazer com tanta arrogância alegando que ele estava bem e que teriam casos mais urgentes, colocou uma pulseira verde e disse que era bom que estivéssemos preparados para passar a noite toda esperando atendimento. Quanta imcompetência com as pessoas que pagam o salário deles. Upa Nordeste de parabéns!",estrutura boa demora esperado todas porem funcionarios despreparados mal educados mal humorados fazem demora torne ainda pior passando mal pai anos duas vezes nesta upa primeira remedinho pra dor casa segunda entrou triagem disse bem poderia pra casa porque upa tava lotada casos urgentes sai levei upa nordeste atendido bem rapido direto pro oxigenio detectou dengue pneumonia rins bastante debilitados transferido ficou dias internado pergunta nao quer calar levo pra casa mal humorada triagem disse pra fazer tanta arrogancia alegando bem casos urgentes colocou pulseira verde disse bom estivessemos preparados passar noite toda esperando atendimento quanta imcompetencia pessoas pagam salario upa nordeste parabens
UPA Norte,2024-12-01,3.0,"Estive acompanhando  um paciente  ,em tratamento  de câncer  que se queixava  com fortes  dores lombares,fazendo  também  uso de sonda coletora. Passamos  pela triagem por volta de 14 :40.O tempo longo  de  espera,  fomos  várias  vezes  no guiche  de.atendimento, que nos informava que logo  o paciente,  seria  atendido. Percebemos  que  houve  a troca  de plantão  e nada.Foi aí  que o atendente,  foi até  ao setor  de  triagem  .O cadastro  não  havia  sido  lançado  no sistema. Falha grave  , para o atendimento  de um idoso  de 71 anos (Vicente  Massimiano de Souza)",acompanhando paciente tratamento cancer queixava fortes dores lombaresfazendo tambem uso sonda coletora passamos triagem volta tempo longo espera varias vezes guiche deatendimento informava logo paciente atendido percebemos troca plantao nadafoi atendente ate setor triagem cadastro nao sido lancado sistema falha grave atendimento idoso anos vicente massimiano souza
UPA Norte,2024-12-01,3.0,"Estive acompanhando  um paciente  ,em tratamento  de câncer  que se queixava  com fortes  dores lombares,fazendo  também  uso de sonda coletora. Passamos  pela triagem por volta de 14 :40.O tempo longo  de  espera,  fomos  várias  vezes  no guiche  de.atendimento, que nos informava que logo  o paciente,  seria  atendido. Percebemos  que  houve  a troca  de plantão  e nada.Foi aí  que o atendente,  foi até  ao setor  de  triagem  .O cadastro  não  havia  sido  lançado  no sistema. Falha grave  , para o atendimento  de um idoso  de 71 anos (Vicente  Massimiano de Souza)",acompanhando paciente tratamento cancer queixava fortes dores lombaresfazendo tambem uso sonda coletora passamos triagem volta tempo longo espera varias vezes guiche deatendimento informava logo paciente atendido percebemos troca plantao nadafoi atendente ate setor triagem cadastro nao sido lancado sistema falha grave atendimento idoso anos vicente massimiano souza
UPA Norte,2024-12-01,1.0,"Fui até a UPA Norte com suspeita de Dengue… eu estava no 5 dia da doença e estava muito desidratado, então foi tentando me hidratar com soro na veia… mais eu estava muito desidratado e minha veia estourava sempre, por mais de 4 tentativas não tinha jeito a veia estourava… mediante a situação falei que não aguentava mais, então uma enfermeira acredito ser a chefe lá, pois estava com uma roupa de cor diferente (roxa) me tratou igual lixo… me direcionando a seguintes palavras, se não quer ser atendido vai embora porque a cama que você está deitado outra pessoa precisa deita, sai fora rapaz porque estamos aqui pra ajudar quem quer ser ajudado!!! Eu já muito fraco desidratado me levantei não falei nada e fui embora… depois fiquei pensando gente, nós vamos buscar ajuda a pessoa recebe muito bem e ainda maltrata o paciente…. A pergunta que não que se calar onde fica a direção deste hospital? Será que ele não percebe a funcionária tratando o povo pior que lixo? Galera não vai até esta UPA Norte lá é pior que um açougue.",ate upa norte suspeita dengue dia doenca desidratado entao tentando hidratar soro veia desidratado veia estourava sempre tentativas nao jeito veia estourava mediante situacao falei nao aguentava entao enfermeira acredito chefe pois roupa cor diferente roxa tratou igual lixo direcionando seguintes palavras nao quer atendido vai embora porque cama voce deitado outra pessoa precisa deita sai rapaz porque aqui pra ajudar quer ajudado fraco desidratado levantei nao falei nada embora fiquei pensando gente vamos buscar ajuda pessoa recebe bem ainda maltrata paciente pergunta nao calar onde fica direcao deste hospital sera nao percebe funcionaria tratando povo pior lixo galera nao vai ate upa norte pior acougue
UPA Norte,2024-12-01,1.0,"Fui até a UPA Norte com suspeita de Dengue… eu estava no 5 dia da doença e estava muito desidratado, então foi tentando me hidratar com soro na veia… mais eu estava muito desidratado e minha veia estourava sempre, por mais de 4 tentativas não tinha jeito a veia estourava… mediante a situação falei que não aguentava mais, então uma enfermeira acredito ser a chefe lá, pois estava com uma roupa de cor diferente (roxa) me tratou igual lixo… me direcionando a seguintes palavras, se não quer ser atendido vai embora porque a cama que você está deitado outra pessoa precisa deita, sai fora rapaz porque estamos aqui pra ajudar quem quer ser ajudado!!! Eu já muito fraco desidratado me levantei não falei nada e fui embora… depois fiquei pensando gente, nós vamos buscar ajuda a pessoa recebe muito bem e ainda maltrata o paciente…. A pergunta que não que se calar onde fica a direção deste hospital? Será que ele não percebe a funcionária tratando o povo pior que lixo? Galera não vai até esta UPA Norte lá é pior que um açougue.",ate upa norte suspeita dengue dia doenca desidratado entao tentando hidratar soro veia desidratado veia estourava sempre tentativas nao jeito veia estourava mediante situacao falei nao aguentava entao enfermeira acredito chefe pois roupa cor diferente roxa tratou igual lixo direcionando seguintes palavras nao quer atendido vai embora porque cama voce deitado outra pessoa precisa deita sai rapaz porque aqui pra ajudar quer ajudado fraco desidratado levantei nao falei nada embora fiquei pensando gente vamos buscar ajuda pessoa recebe bem ainda maltrata paciente pergunta nao calar onde fica direcao deste hospital sera nao percebe funcionaria tratando povo pior lixo galera nao vai ate upa norte pior acougue
UPA Norte,2024-12-01,2.0,"Enfermeira da triagem muito mal preparada.   Meu filho chegou, com dor no peito, dormência nas mãos, e sem visão periféricas e esperou 1h, questionei a Enfermeira e mandou esperar. Quando chegou sua vez de atendimento,  colocaram pulseira laranja e correram com ele pra emergência",enfermeira triagem mal preparada filho chegou dor peito dormencia maos visao perifericas esperou questionei enfermeira mandou esperar chegou vez atendimento colocaram pulseira laranja correram pra emergencia
UPA Norte,2024-12-01,2.0,"Enfermeira da triagem muito mal preparada.   Meu filho chegou, com dor no peito, dormência nas mãos, e sem visão periféricas e esperou 1h, questionei a Enfermeira e mandou esperar. Quando chegou sua vez de atendimento,  colocaram pulseira laranja e correram com ele pra emergência",enfermeira triagem mal preparada filho chegou dor peito dormencia maos visao perifericas esperou questionei enfermeira mandou esperar chegou vez atendimento colocaram pulseira laranja correram pra emergencia
UPA Norte,2024-12-01,1.0,"HORRÍVEL.
mais de 11 horas de espera, falta água direto com upa cheia e filas de espera muito, muito grandes, até mesmo a triagem demora uma eternidade.
a pessoa chega a desistir de ser atendida de tanto que demora, e falo que isso é algo da unidade, pq as outras UPAs que me consultei eu recebi atendimento com no máximo 6 horas de espera, isso no pico da dengue novamente.

um descaso com a população, SEM MAIS.",horrivel horas espera falta agua direto upa cheia filas espera grandes ate triagem demora eternidade pessoa chega desistir atendida tanto demora falo algo unidade outras upas consultei recebi atendimento maximo horas espera pico dengue novamente descaso populacao
UPA Norte,2024-12-01,1.0,"HORRÍVEL.
mais de 11 horas de espera, falta água direto com upa cheia e filas de espera muito, muito grandes, até mesmo a triagem demora uma eternidade.
a pessoa chega a desistir de ser atendida de tanto que demora, e falo que isso é algo da unidade, pq as outras UPAs que me consultei eu recebi atendimento com no máximo 6 horas de espera, isso no pico da dengue novamente.

um descaso com a população, SEM MAIS.",horrivel horas espera falta agua direto upa cheia filas espera grandes ate triagem demora eternidade pessoa chega desistir atendida tanto demora falo algo unidade outras upas consultei recebi atendimento maximo horas espera pico dengue novamente descaso populacao
UPA Norte,2024-12-01,1.0,"Como foi Naum né como está sendo... Desde 16hs aqui esperando um atendimento. Já são 20:50, Fui na recepção pra olha mais ou menos quanto tempo iriam chamar a moça da recepção simplismente disse que não tem ortopedista... E o pior não e isso e ver que amigos de funcionários furam a fila... Um paciente que e amigo de uma funcionária foi chamado com 40 minutos... Mas se vamos fazer oque??? Nada acontece. Paciente se chama Wallace neim se quer passou pela triagem, lame Tavel ver a falta de respeito com os outros pacientes... Muitos vão dizer que isso e bom... Acho que não utilizam.",naum sendo desde aqui esperando atendimento sao recepcao pra olha menos quanto tempo iriam chamar moca recepcao simplismente disse nao ortopedista pior nao ver amigos funcionarios furam fila paciente amigo funcionaria chamado minutos vamos fazer oque nada acontece paciente chama wallace neim quer passou triagem lame tavel ver falta respeito outros pacientes muitos vao dizer bom acho nao utilizam
UPA Norte,2024-12-01,1.0,"Como foi Naum né como está sendo... Desde 16hs aqui esperando um atendimento. Já são 20:50, Fui na recepção pra olha mais ou menos quanto tempo iriam chamar a moça da recepção simplismente disse que não tem ortopedista... E o pior não e isso e ver que amigos de funcionários furam a fila... Um paciente que e amigo de uma funcionária foi chamado com 40 minutos... Mas se vamos fazer oque??? Nada acontece. Paciente se chama Wallace neim se quer passou pela triagem, lame Tavel ver a falta de respeito com os outros pacientes... Muitos vão dizer que isso e bom... Acho que não utilizam.",naum sendo desde aqui esperando atendimento sao recepcao pra olha menos quanto tempo iriam chamar moca recepcao simplismente disse nao ortopedista pior nao ver amigos funcionarios furam fila paciente amigo funcionaria chamado minutos vamos fazer oque nada acontece paciente chama wallace neim quer passou triagem lame tavel ver falta respeito outros pacientes muitos vao dizer bom acho nao utilizam
UPA Norte,2024-12-01,1.0,"Gente se eu pudesse dar zero estrelas... Passei duas madrugadas nessa unidade com o meu namorado que estava com dengue e sofrendo muito, na primeira noite, apesar da infraestrutura deixar totalmente a desejar, a equipe que nos atendeu foi rápida e solícita dentro do possível, mas quando ele passou mal e tivemos de retornar vivemos um pesadelo... Há cachorros de rua doentes circulando pelo lugar o tempo inteiro, um deles é agressivo e avança em quem ele não vai com a cara, uma pobre alma faminta e com claros problemas psiquiátricos circula pelo lugar abordando insistentemente a todos, inclusive pessoas doentes e que não estão em condições de responder ou interagir, em meio a uma crise esta moça se defecou e urinou do meu lado. A médica que atendeu meu namorado na segunda noite mandou ele pra casa pela manhã depois do soro mesmo com todos os exames dele com resultados alterados. Sinceramente, não entendi nada. Não vão a esse lugar.",gente pudesse dar zero estrelas passei duas madrugadas nessa unidade namorado dengue sofrendo primeira noite apesar infraestrutura deixar totalmente desejar equipe atendeu rapida solicita dentro possivel passou mal retornar vivemos pesadelo cachorros rua doentes circulando lugar tempo inteiro agressivo avanca nao vai cara pobre alma faminta claros problemas psiquiatricos circula lugar abordando insistentemente todos inclusive pessoas doentes nao estao condicoes responder interagir meio crise moca defecou urinou lado medica atendeu namorado segunda noite mandou pra casa manha soro todos exames resultados alterados sinceramente nao entendi nada nao vao lugar
UPA Norte,2024-12-01,1.0,"Gente se eu pudesse dar zero estrelas... Passei duas madrugadas nessa unidade com o meu namorado que estava com dengue e sofrendo muito, na primeira noite, apesar da infraestrutura deixar totalmente a desejar, a equipe que nos atendeu foi rápida e solícita dentro do possível, mas quando ele passou mal e tivemos de retornar vivemos um pesadelo... Há cachorros de rua doentes circulando pelo lugar o tempo inteiro, um deles é agressivo e avança em quem ele não vai com a cara, uma pobre alma faminta e com claros problemas psiquiátricos circula pelo lugar abordando insistentemente a todos, inclusive pessoas doentes e que não estão em condições de responder ou interagir, em meio a uma crise esta moça se defecou e urinou do meu lado. A médica que atendeu meu namorado na segunda noite mandou ele pra casa pela manhã depois do soro mesmo com todos os exames dele com resultados alterados. Sinceramente, não entendi nada. Não vão a esse lugar.",gente pudesse dar zero estrelas passei duas madrugadas nessa unidade namorado dengue sofrendo primeira noite apesar infraestrutura deixar totalmente desejar equipe atendeu rapida solicita dentro possivel passou mal retornar vivemos pesadelo cachorros rua doentes circulando lugar tempo inteiro agressivo avanca nao vai cara pobre alma faminta claros problemas psiquiatricos circula lugar abordando insistentemente todos inclusive pessoas doentes nao estao condicoes responder interagir meio crise moca defecou urinou lado medica atendeu namorado segunda noite mandou pra casa manha soro todos exames resultados alterados sinceramente nao entendi nada nao vao lugar
UPA Norte,2024-12-01,1.0,"Infelizmente o sistema de triagem não parece funcionar. Jovens com pulseira verde sendo atendido antes de idoso em cadeira de roda e pulseiras amarelas. Informei à recepção e à médica da situação, parecem não acreditar.

A PBH diz que tal Hospital de Campanha contra Dengue é aqui, se for, estamos lascados.

Equipe foi muito gentil. Tanto na recepção quanto triagem (Carlos) e consulta (Larissa), mas acredito que o problema seja de gestão.

Melhorar sistema de triagem e classificação, fluxos de paciente no espaço, organização da sala de medicação/remédios... E VENTILAÇÃO que lugar quente dá p*",infelizmente sistema triagem nao parece funcionar jovens pulseira verde sendo atendido antes idoso cadeira roda pulseiras amarelas informei recepcao medica situacao parecem nao acreditar pbh diz tal hospital campanha contra dengue aqui lascados equipe gentil tanto recepcao quanto triagem carlos consulta larissa acredito problema gestao melhorar sistema triagem classificacao fluxos paciente espaco organizacao sala medicacaoremedios ventilacao lugar quente
